spec_id,scope,dv,formula,n,aic,aicc,bic,logLik,converged,FixedEffects,error
6707583469e813164af7db4741588749,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECOLOGICAL_lag_avg + GEOPHYSICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3762.4111940170446,3762.451294267671,3811.920707012598,-1873.2055970085223,TRUE,"{""(Intercept)"":{""Estimate"":-1.64,""StdError"":0.1761},""scale(Year)"":{""Estimate"":0.2541,""StdError"":0.0426},""Outbreak_lag"":{""Estimate"":0.588,""StdError"":0.096},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1469,""StdError"":0.3732},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1172,""StdError"":0.1005},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0855,""StdError"":0.0168}}",NA
6257eaeba55f246531f2105f8541f1b7,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3757.8200895895416,3757.860189840168,3807.329602585095,-1870.9100447947708,TRUE,"{""(Intercept)"":{""Estimate"":-1.7287,""StdError"":0.1571},""scale(Year)"":{""Estimate"":0.2879,""StdError"":0.0454},""Outbreak_lag"":{""Estimate"":0.592,""StdError"":0.0959},""ECONOMIC_lag_avg"":{""Estimate"":0.1958,""StdError"":0.0894},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1147,""StdError"":0.0998},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0889,""StdError"":0.0168}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
19e811a803222261420421f5b5d2e9c3,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.5246201814166,3761.564720432043,3811.03413317697,-1872.7623100907083,TRUE,"{""(Intercept)"":{""Estimate"":-1.821,""StdError"":0.1824},""scale(Year)"":{""Estimate"":0.2633,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.6035,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1217,""StdError"":0.018},""CONFLICTS_lag_avg"":{""Estimate"":-0.0004,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.2133,""StdError"":0.0889}}",NA
19e811a803222261420421f5b5d2e9c3,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.5246201814166,3761.564720432043,3811.03413317697,-1872.7623100907083,TRUE,"{""(Intercept)"":{""Estimate"":-1.821,""StdError"":0.1824},""scale(Year)"":{""Estimate"":0.2633,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.6035,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1217,""StdError"":0.018},""CONFLICTS_lag_avg"":{""Estimate"":-0.0004,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.2133,""StdError"":0.0889}}",NA
ca93133edd22e6edcb13516719bcc848,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3764.8848037356825,3764.924903986309,3814.394316731236,-1874.4424018678412,TRUE,"{""(Intercept)"":{""Estimate"":-1.7235,""StdError"":0.2044},""scale(Year)"":{""Estimate"":0.236,""StdError"":0.043},""Outbreak_lag"":{""Estimate"":0.5958,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.1038,""StdError"":0.02},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1473,""StdError"":0.097}}",NA
4d111f451b24eb010fccf0e5afc88f82,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.482932236104,3761.5230324867302,3810.9924452316573,-1872.741466118052,TRUE,"{""(Intercept)"":{""Estimate"":-1.834,""StdError"":0.184},""scale(Year)"":{""Estimate"":0.2617,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.605,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1199,""StdError"":0.0176},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2418,""StdError"":0.3666},""ECONOMIC_lag_avg"":{""Estimate"":0.2069,""StdError"":0.0887}}",NA
4d111f451b24eb010fccf0e5afc88f82,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.482932236104,3761.5230324867302,3810.9924452316573,-1872.741466118052,TRUE,"{""(Intercept)"":{""Estimate"":-1.834,""StdError"":0.184},""scale(Year)"":{""Estimate"":0.2617,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.605,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1199,""StdError"":0.0176},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2418,""StdError"":0.3666},""ECONOMIC_lag_avg"":{""Estimate"":0.2069,""StdError"":0.0887}}",NA
ef06a8b195158e218e9bcc7836f28d94,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3764.587645428902,3764.6277456795283,3814.0971584244553,-1874.293822714451,TRUE,"{""(Intercept)"":{""Estimate"":-1.7398,""StdError"":0.2053},""scale(Year)"":{""Estimate"":0.2351,""StdError"":0.043},""Outbreak_lag"":{""Estimate"":0.5969,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1028,""StdError"":0.0196},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2672,""StdError"":0.3668},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1448,""StdError"":0.0966}}",NA
8601dc663afd5d2d2d25ec8f43f39c65,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3759.6942260279097,3759.734326278536,3809.203739023463,-1871.8471130139549,TRUE,"{""(Intercept)"":{""Estimate"":-1.8324,""StdError"":0.1857},""scale(Year)"":{""Estimate"":0.2706,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6018,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1074,""StdError"":0.0195},""ECONOMIC_lag_avg"":{""Estimate"":0.2077,""StdError"":0.0886},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.142,""StdError"":0.0956}}",NA
eba790bc734fdba0ce23dad0e48ae2d7,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3803.3896921409837,3803.42979239161,3852.899205136537,-1893.6948460704918,TRUE,"{""(Intercept)"":{""Estimate"":-1.5713,""StdError"":0.1642},""scale(Year)"":{""Estimate"":0.2978,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6008,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2076,""StdError"":0.3756},""ECONOMIC_lag_avg"":{""Estimate"":0.1324,""StdError"":0.0929}}",NA
eba790bc734fdba0ce23dad0e48ae2d7,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3803.3896921409837,3803.42979239161,3852.899205136537,-1893.6948460704918,TRUE,"{""(Intercept)"":{""Estimate"":-1.5713,""StdError"":0.1642},""scale(Year)"":{""Estimate"":0.2978,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6008,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2076,""StdError"":0.3756},""ECONOMIC_lag_avg"":{""Estimate"":0.1324,""StdError"":0.0929}}",NA
0ce05358a6fb777c9d5d7b212cdfb39c,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3790.5260759390026,3790.566176189629,3840.035588934556,-1887.2630379695013,TRUE,"{""(Intercept)"":{""Estimate"":-1.5947,""StdError"":0.1896},""scale(Year)"":{""Estimate"":0.2799,""StdError"":0.0425},""Outbreak_lag"":{""Estimate"":0.5974,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1922,""StdError"":0.3736},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3566,""StdError"":0.0913}}",NA
14aa4aaa1658bc565aabbc75868c649c,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3788.1536661378636,3788.19376638849,3837.663179133417,-1886.0768330689318,TRUE,"{""(Intercept)"":{""Estimate"":-1.655,""StdError"":0.1753},""scale(Year)"":{""Estimate"":0.3065,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6,""StdError"":0.0957},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.1487,""StdError"":0.0913},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3629,""StdError"":0.0909}}",NA
1297ba3720e78c794eeaffcb55122498,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3787.9850705237873,3788.0251707744137,3837.4945835193407,-1885.9925352618936,TRUE,"{""(Intercept)"":{""Estimate"":-1.6611,""StdError"":0.1759},""scale(Year)"":{""Estimate"":0.3053,""StdError"":0.0456},""Outbreak_lag"":{""Estimate"":0.5999,""StdError"":0.0957},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1551,""StdError"":0.3749},""ECONOMIC_lag_avg"":{""Estimate"":0.1462,""StdError"":0.0914},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3614,""StdError"":0.0908}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
19e811a803222261420421f5b5d2e9c3,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.5246201814166,3761.564720432043,3811.03413317697,-1872.7623100907083,TRUE,"{""(Intercept)"":{""Estimate"":-1.821,""StdError"":0.1824},""scale(Year)"":{""Estimate"":0.2633,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.6035,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1217,""StdError"":0.018},""CONFLICTS_lag_avg"":{""Estimate"":-0.0004,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.2133,""StdError"":0.0889}}",NA
4d111f451b24eb010fccf0e5afc88f82,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.482932236104,3761.5230324867302,3810.9924452316573,-1872.741466118052,TRUE,"{""(Intercept)"":{""Estimate"":-1.834,""StdError"":0.184},""scale(Year)"":{""Estimate"":0.2617,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.605,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1199,""StdError"":0.0176},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2418,""StdError"":0.3666},""ECONOMIC_lag_avg"":{""Estimate"":0.2069,""StdError"":0.0887}}",NA
eba790bc734fdba0ce23dad0e48ae2d7,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3803.3896921409837,3803.42979239161,3852.899205136537,-1893.6948460704918,TRUE,"{""(Intercept)"":{""Estimate"":-1.5713,""StdError"":0.1642},""scale(Year)"":{""Estimate"":0.2978,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6008,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2076,""StdError"":0.3756},""ECONOMIC_lag_avg"":{""Estimate"":0.1324,""StdError"":0.0929}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
560f6797c449ff09dab06ea267b129bf,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + (1 | Country),1088,1339.9297733232554,1339.9852261883202,1364.8902554603349,-664.9648866616277,TRUE,"{""(Intercept)"":{""Estimate"":-1.0586,""StdError"":0.1489},""scale(Year)"":{""Estimate"":0.1256,""StdError"":0.0822},""Outbreak_lag"":{""Estimate"":0.6186,""StdError"":0.151},""CLIMATIC_lag_avg"":{""Estimate"":0.1322,""StdError"":0.1046}}",NA
bf9b47699b153c4c96e95d6ab6ef68b7,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + (1 | Country),1088,1341.1838900617797,1341.2393429268445,1366.1443721988592,-665.5919450308899,TRUE,"{""(Intercept)"":{""Estimate"":-0.93,""StdError"":0.1258},""scale(Year)"":{""Estimate"":0.1801,""StdError"":0.0692},""Outbreak_lag"":{""Estimate"":0.6045,""StdError"":0.1514},""CONFLICTS_lag_avg"":{""Estimate"":-0.0016,""StdError"":0.0029}}",NA
e31418eeaee2cfe5886df47aa353e4dc,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECOLOGICAL_lag_avg + (1 | Country),1088,1339.9217974680803,1339.977250333145,1364.8822796051597,-664.9608987340401,TRUE,"{""(Intercept)"":{""Estimate"":-0.9832,""StdError"":0.1253},""scale(Year)"":{""Estimate"":0.1696,""StdError"":0.0699},""Outbreak_lag"":{""Estimate"":0.606,""StdError"":0.151},""ECOLOGICAL_lag_avg"":{""Estimate"":0.861,""StdError"":0.6859}}",NA
d4c4f36a52dbb15714e4d644046815c5,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECONOMIC_lag_avg + (1 | Country),1088,1338.8264624677731,1338.881915332838,1363.7869446048526,-664.4132312338866,TRUE,"{""(Intercept)"":{""Estimate"":-1.1977,""StdError"":0.1913},""scale(Year)"":{""Estimate"":0.2475,""StdError"":0.0798},""Outbreak_lag"":{""Estimate"":0.6323,""StdError"":0.1511},""ECONOMIC_lag_avg"":{""Estimate"":0.2699,""StdError"":0.1619}}",NA
f7a930184d862302770ba779de073d48,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + GEOPHYSICAL_lag_avg + (1 | Country),1088,1341.2212970429573,1341.276749908022,1366.1817791800368,-665.6106485214787,TRUE,"{""(Intercept)"":{""Estimate"":-0.9322,""StdError"":0.1256},""scale(Year)"":{""Estimate"":0.1817,""StdError"":0.0691},""Outbreak_lag"":{""Estimate"":0.605,""StdError"":0.1513},""GEOPHYSICAL_lag_avg"":{""Estimate"":-0.2545,""StdError"":0.4969}}",NA
f8c1980fa2fe6e622527dabd8b19c3da,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + TECHNOLOGICAL_lag_avg + (1 | Country),1088,1334.5468491438342,1334.602302008899,1359.5073312809136,-662.2734245719171,TRUE,"{""(Intercept)"":{""Estimate"":-1.0548,""StdError"":0.1236},""scale(Year)"":{""Estimate"":0.1263,""StdError"":0.072},""Outbreak_lag"":{""Estimate"":0.6145,""StdError"":0.1508},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0884,""StdError"":0.0349}}",NA
8dede685b85bd3e50428b0b0d35a0b2b,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + (1 | Country),1088,1341.4966312194322,1341.5743370473692,1371.4492097839275,-664.7483156097161,TRUE,"{""(Intercept)"":{""Estimate"":-1.0458,""StdError"":0.1506},""scale(Year)"":{""Estimate"":0.1195,""StdError"":0.0829},""Outbreak_lag"":{""Estimate"":0.6135,""StdError"":0.1514},""CLIMATIC_lag_avg"":{""Estimate"":0.139,""StdError"":0.1056},""CONFLICTS_lag_avg"":{""Estimate"":-0.0019,""StdError"":0.0029}}",NA
ed8d18a272302b3d630923772ea979df,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + (1 | Country),1088,1340.277394595052,1340.3551004229892,1370.2299731595474,-664.138697297526,TRUE,"{""(Intercept)"":{""Estimate"":-1.0998,""StdError"":0.1519},""scale(Year)"":{""Estimate"":0.1109,""StdError"":0.0829},""Outbreak_lag"":{""Estimate"":0.6132,""StdError"":0.1511},""CLIMATIC_lag_avg"":{""Estimate"":0.1352,""StdError"":0.1041},""ECOLOGICAL_lag_avg"":{""Estimate"":0.8797,""StdError"":0.682}}",NA
1ba89ee38262194f854787fdb7257cb1,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECONOMIC_lag_avg + (1 | Country),1088,1338.275156558385,1338.3528623863222,1368.2277351228804,-663.1375782791926,TRUE,"{""(Intercept)"":{""Estimate"":-1.3837,""StdError"":0.2165},""scale(Year)"":{""Estimate"":0.1872,""StdError"":0.0877},""Outbreak_lag"":{""Estimate"":0.6476,""StdError"":0.1511},""CLIMATIC_lag_avg"":{""Estimate"":0.1656,""StdError"":0.1011},""ECONOMIC_lag_avg"":{""Estimate"":0.3167,""StdError"":0.1606}}",NA
e6c62c30f57c7e55995fb8168b07d499,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Country),1088,1341.55169773425,1341.629403562187,1371.5042762987453,-664.775848867125,TRUE,"{""(Intercept)"":{""Estimate"":-1.0476,""StdError"":0.1507},""scale(Year)"":{""Estimate"":0.1217,""StdError"":0.0827},""Outbreak_lag"":{""Estimate"":0.6133,""StdError"":0.1513},""CLIMATIC_lag_avg"":{""Estimate"":0.1382,""StdError"":0.1056},""GEOPHYSICAL_lag_avg"":{""Estimate"":-0.3014,""StdError"":0.495}}",NA
64f79f699fd92bf812583262a2020f59,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Country),1088,1336.4087869108143,1336.4864927387514,1366.3613654753096,-662.2043934554072,TRUE,"{""(Intercept)"":{""Estimate"":-1.0842,""StdError"":0.1461},""scale(Year)"":{""Estimate"":0.1115,""StdError"":0.082},""Outbreak_lag"":{""Estimate"":0.6165,""StdError"":0.1509},""CLIMATIC_lag_avg"":{""Estimate"":0.0414,""StdError"":0.1111},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0837,""StdError"":0.037}}",NA
d4ec5ed4031fbf9c312f24cb61f5a68b,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Country),1088,1341.6182171715775,1341.6959229995146,1371.5707957360728,-664.8091085857887,TRUE,"{""(Intercept)"":{""Estimate"":-0.9676,""StdError"":0.129},""scale(Year)"":{""Estimate"":0.167,""StdError"":0.0701},""Outbreak_lag"":{""Estimate"":0.6003,""StdError"":0.1515},""CONFLICTS_lag_avg"":{""Estimate"":-0.0016,""StdError"":0.0029},""ECOLOGICAL_lag_avg"":{""Estimate"":0.8609,""StdError"":0.6859}}",NA
56370150ed1a5cf6d7873ede79979232,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECONOMIC_lag_avg + (1 | Country),1088,1340.659852794017,1340.7375586219541,1370.6124313585124,-664.3299263970085,TRUE,"{""(Intercept)"":{""Estimate"":-1.181,""StdError"":0.1963},""scale(Year)"":{""Estimate"":0.2443,""StdError"":0.0803},""Outbreak_lag"":{""Estimate"":0.6273,""StdError"":0.1517},""CONFLICTS_lag_avg"":{""Estimate"":-0.0012,""StdError"":0.0029},""ECONOMIC_lag_avg"":{""Estimate"":0.2643,""StdError"":0.1629}}",NA
3535031bbedf71fbb27d00e979a68ab4,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + GEOPHYSICAL_lag_avg + (1 | Country),1088,1342.989165972701,1343.066871800638,1372.9417445371962,-665.4945829863505,TRUE,"{""(Intercept)"":{""Estimate"":-0.9202,""StdError"":0.1284},""scale(Year)"":{""Estimate"":0.1796,""StdError"":0.0693},""Outbreak_lag"":{""Estimate"":0.6003,""StdError"":0.1517},""CONFLICTS_lag_avg"":{""Estimate"":-0.0014,""StdError"":0.0029},""GEOPHYSICAL_lag_avg"":{""Estimate"":-0.2205,""StdError"":0.5026}}",NA
8e66e1895fce7199e25344fb8d9ac336,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Country),1088,1336.1890683843656,1336.2667742123026,1366.1416469488609,-662.0945341921828,TRUE,"{""(Intercept)"":{""Estimate"":-1.039,""StdError"":0.1264},""scale(Year)"":{""Estimate"":0.1227,""StdError"":0.0723},""Outbreak_lag"":{""Estimate"":0.6104,""StdError"":0.1511},""CONFLICTS_lag_avg"":{""Estimate"":-0.0017,""StdError"":0.0029},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0893,""StdError"":0.0351}}",NA
